PERFORADORA,DIA,TALADRO,DUREZA . MPA
Perforadora03,01 - 02 - 2023,TALADRO-04656,67.011
Perforadora03,01 - 02 - 2023,TALADRO-04657,52.675
Perforadora03,01 - 02 - 2023,TALADRO-04658,69.425
Perforadora03,01 - 02 - 2023,TALADRO-04659,88.357
Perforadora03,01 - 02 - 2023,TALADRO-04660,70.899
Perforadora03,01 - 02 - 2023,TALADRO-04661,72.583
Perforadora03,01 - 02 - 2023,TALADRO-04662,74.51
Perforadora03,01 - 02 - 2023,TALADRO-04663,60.775
Perforadora03,01 - 02 - 2023,TALADRO-04664,54.407
Perforadora03,01 - 02 - 2023,TALADRO-04665,67.753
Perforadora03,01 - 02 - 2023,TALADRO-04666,85.888
Perforadora03,01 - 02 - 2023,TALADRO-04667,93.874
Perforadora03,01 - 02 - 2023,TALADRO-04668,81.879
Perforadora03,01 - 02 - 2023,TALADRO-04669,74.997
Perforadora03,01 - 02 - 2023,TALADRO-04670,102.201
Perforadora03,01 - 02 - 2023,TALADRO-04671,59.597
Perforadora03,01 - 02 - 2023,TALADRO-04672,70.174
Perforadora03,01 - 02 - 2023,TALADRO-04673,65.183
Perforadora03,01 - 02 - 2023,TALADRO-04674,148.897
Perforadora03,01 - 02 - 2023,TALADRO-04675,87.009
Perforadora03,01 - 02 - 2023,TALADRO-04676,31.447
Perforadora03,01 - 02 - 2023,TALADRO-04677,97.528
Perforadora03,01 - 02 - 2023,TALADRO-04678,72.364
Perforadora03,01 - 02 - 2023,TALADRO-04679,57.149
Perforadora03,01 - 02 - 2023,TALADRO-04680,68.239
Perforadora03,02 - 02 - 2023,TALADRO-04681,63.14
Perforadora03,02 - 02 - 2023,TALADRO-04682,87.362
Perforadora03,02 - 02 - 2023,TALADRO-04683,75.051
Perforadora03,02 - 02 - 2023,TALADRO-04684,75.005
Perforadora03,02 - 02 - 2023,TALADRO-04685,95.25
Perforadora03,02 - 02 - 2023,TALADRO-04686,63.145
Perforadora03,02 - 02 - 2023,TALADRO-04687,101.233
Perforadora03,02 - 02 - 2023,TALADRO-04688,46.746
Perforadora03,02 - 02 - 2023,TALADRO-04689,75.527
Perforadora03,02 - 02 - 2023,TALADRO-04690,74.069
Perforadora03,02 - 02 - 2023,TALADRO-04691,59.896
Perforadora03,02 - 02 - 2023,TALADRO-04692,69.1
Perforadora03,02 - 02 - 2023,TALADRO-04693,81.257
Perforadora03,02 - 02 - 2023,TALADRO-04694,64.031
Perforadora03,02 - 02 - 2023,TALADRO-04695,90.226
Perforadora03,02 - 02 - 2023,TALADRO-04696,83.27
Perforadora03,02 - 02 - 2023,TALADRO-04697,54.314
Perforadora03,02 - 02 - 2023,TALADRO-04698,91.464
Perforadora03,02 - 02 - 2023,TALADRO-04699,78.076
Perforadora03,02 - 02 - 2023,TALADRO-04700,87.462
Perforadora03,02 - 02 - 2023,TALADRO-04701,70.852
Perforadora03,02 - 02 - 2023,TALADRO-04702,61.802
Perforadora03,02 - 02 - 2023,TALADRO-04703,49.579
Perforadora03,02 - 02 - 2023,TALADRO-04704,75.274
Perforadora03,02 - 02 - 2023,TALADRO-04705,44.581
Perforadora03,02 - 02 - 2023,TALADRO-04706,112.676
Perforadora03,02 - 02 - 2023,TALADRO-04707,74.903
Perforadora03,02 - 02 - 2023,TALADRO-04708,61.125
Perforadora03,02 - 02 - 2023,TALADRO-04709,88.604
Perforadora03,02 - 02 - 2023,TALADRO-04710,67.474
Perforadora03,02 - 02 - 2023,TALADRO-04711,117.209
Perforadora03,02 - 02 - 2023,TALADRO-04712,79.606
Perforadora03,02 - 02 - 2023,TALADRO-04713,44.191
Perforadora03,02 - 02 - 2023,TALADRO-04714,74.623
Perforadora03,02 - 02 - 2023,TALADRO-04715,90.964
Perforadora03,02 - 02 - 2023,TALADRO-04716,75.138
Perforadora03,02 - 02 - 2023,TALADRO-04717,45.365
Perforadora03,02 - 02 - 2023,TALADRO-04718,39.939
Perforadora03,02 - 02 - 2023,TALADRO-04719,72.318
Perforadora03,02 - 02 - 2023,TALADRO-04720,71.157
Perforadora03,02 - 02 - 2023,TALADRO-04721,70.821
Perforadora03,02 - 02 - 2023,TALADRO-04722,75.833
Perforadora03,02 - 02 - 2023,TALADRO-04723,39.755
Perforadora03,02 - 02 - 2023,TALADRO-04724,54.337
Perforadora03,02 - 02 - 2023,TALADRO-04725,78.18
Perforadora03,02 - 02 - 2023,TALADRO-04726,77.066
Perforadora03,02 - 02 - 2023,TALADRO-04727,42.16
Perforadora03,02 - 02 - 2023,TALADRO-04728,41.139
Perforadora03,02 - 02 - 2023,TALADRO-04729,51.69
Perforadora03,02 - 02 - 2023,TALADRO-04730,54.745
Perforadora03,02 - 02 - 2023,TALADRO-04731,59.233
Perforadora03,02 - 02 - 2023,TALADRO-04732,63.032
Perforadora03,02 - 02 - 2023,TALADRO-04733,48.091
Perforadora03,02 - 02 - 2023,TALADRO-04734,58.065
Perforadora03,02 - 02 - 2023,TALADRO-04735,99.933
Perforadora03,02 - 02 - 2023,TALADRO-04736,86.462
Perforadora03,02 - 02 - 2023,TALADRO-04737,70.175
Perforadora03,02 - 02 - 2023,TALADRO-04738,49.103
Perforadora03,02 - 02 - 2023,TALADRO-04739,35.723
Perforadora03,02 - 02 - 2023,TALADRO-04740,61.175
Perforadora03,02 - 02 - 2023,TALADRO-04741,64.801
Perforadora03,02 - 02 - 2023,TALADRO-04742,62.378
Perforadora03,02 - 02 - 2023,TALADRO-04743,41.88
Perforadora03,02 - 02 - 2023,TALADRO-04744,54.477
Perforadora03,03 - 02 - 2023,TALADRO-04745,81.284
Perforadora03,03 - 02 - 2023,TALADRO-04746,77.032
Perforadora03,03 - 02 - 2023,TALADRO-04747,102.957
Perforadora03,03 - 02 - 2023,TALADRO-04748,79.042
Perforadora03,03 - 02 - 2023,TALADRO-04749,49.46
Perforadora03,03 - 02 - 2023,TALADRO-04750,50.718
Perforadora03,03 - 02 - 2023,TALADRO-04751,52.483
Perforadora03,03 - 02 - 2023,TALADRO-04752,73.991
Perforadora03,03 - 02 - 2023,TALADRO-04753,52.758
Perforadora03,03 - 02 - 2023,TALADRO-04754,54.088
Perforadora03,03 - 02 - 2023,TALADRO-04755,57.545
Perforadora03,03 - 02 - 2023,TALADRO-04756,83.572
Perforadora03,03 - 02 - 2023,TALADRO-04757,39.408
Perforadora03,04 - 02 - 2023,TALADRO-04758,34.879
Perforadora03,04 - 02 - 2023,TALADRO-04759,99.154
Perforadora03,04 - 02 - 2023,TALADRO-04760,51.339
Perforadora03,04 - 02 - 2023,TALADRO-04761,100.531
Perforadora03,04 - 02 - 2023,TALADRO-04762,84.159
Perforadora03,04 - 02 - 2023,TALADRO-04763,33.508
Perforadora03,04 - 02 - 2023,TALADRO-04764,74.439
Perforadora03,04 - 02 - 2023,TALADRO-04765,38.002
Perforadora03,04 - 02 - 2023,TALADRO-04766,75.692
Perforadora03,04 - 02 - 2023,TALADRO-04767,42.548
Perforadora03,04 - 02 - 2023,TALADRO-04768,69.559
Perforadora03,04 - 02 - 2023,TALADRO-04769,84.23
Perforadora03,04 - 02 - 2023,TALADRO-04770,93.086
Perforadora03,04 - 02 - 2023,TALADRO-04771,73.736
Perforadora03,04 - 02 - 2023,TALADRO-04772,54.319
Perforadora03,04 - 02 - 2023,TALADRO-04773,76.046
Perforadora03,04 - 02 - 2023,TALADRO-04774,54.829
Perforadora03,04 - 02 - 2023,TALADRO-04775,35.669
Perforadora03,04 - 02 - 2023,TALADRO-04776,71.43
Perforadora03,04 - 02 - 2023,TALADRO-04777,27.976
Perforadora03,09 - 02 - 2023,TALADRO-04778,47.012
Perforadora03,09 - 02 - 2023,TALADRO-04779,51.542
Perforadora03,09 - 02 - 2023,TALADRO-04780,45.685
Perforadora03,09 - 02 - 2023,TALADRO-04781,82.313
Perforadora03,09 - 02 - 2023,TALADRO-04782,83.166
Perforadora03,09 - 02 - 2023,TALADRO-04783,34.563
Perforadora03,09 - 02 - 2023,TALADRO-04784,52.279
Perforadora03,09 - 02 - 2023,TALADRO-04785,54.659
Perforadora03,09 - 02 - 2023,TALADRO-04786,44.912
Perforadora03,09 - 02 - 2023,TALADRO-04787,33.789
Perforadora03,09 - 02 - 2023,TALADRO-04788,55.177
Perforadora03,09 - 02 - 2023,TALADRO-04789,71.804
Perforadora03,09 - 02 - 2023,TALADRO-04790,65.931
Perforadora03,09 - 02 - 2023,TALADRO-04791,60.586
Perforadora03,09 - 02 - 2023,TALADRO-04792,73.773
Perforadora03,09 - 02 - 2023,TALADRO-04793,61.334
Perforadora03,09 - 02 - 2023,TALADRO-04794,72.517
Perforadora03,09 - 02 - 2023,TALADRO-04795,27.975
Perforadora03,09 - 02 - 2023,TALADRO-04797,64.381
Perforadora03,09 - 02 - 2023,TALADRO-04798,74.116
Perforadora03,09 - 02 - 2023,TALADRO-04799,78.197
Perforadora03,09 - 02 - 2023,TALADRO-04800,57.223
Perforadora03,09 - 02 - 2023,TALADRO-04801,79.721
Perforadora03,09 - 02 - 2023,TALADRO-04802,58.074
Perforadora03,09 - 02 - 2023,TALADRO-04803,56.533
Perforadora03,09 - 02 - 2023,TALADRO-04804,60.034
Perforadora03,09 - 02 - 2023,TALADRO-04805,53.881
Perforadora03,09 - 02 - 2023,TALADRO-04806,61.403
Perforadora03,09 - 02 - 2023,TALADRO-04807,65.501
Perforadora03,09 - 02 - 2023,TALADRO-04808,84.508
Perforadora03,09 - 02 - 2023,TALADRO-04809,68.893
Perforadora03,09 - 02 - 2023,TALADRO-04810,65.96
Perforadora03,09 - 02 - 2023,TALADRO-04811,68.718
Perforadora03,09 - 02 - 2023,TALADRO-04812,86.7
Perforadora03,09 - 02 - 2023,TALADRO-04813,82.312
Perforadora03,09 - 02 - 2023,TALADRO-04814,62.469
Perforadora03,09 - 02 - 2023,TALADRO-04815,60.247
Perforadora03,09 - 02 - 2023,TALADRO-04816,40.092
Perforadora03,09 - 02 - 2023,TALADRO-04817,45.11
Perforadora03,09 - 02 - 2023,TALADRO-04818,87.826
Perforadora03,09 - 02 - 2023,TALADRO-04819,87.825
Perforadora03,09 - 02 - 2023,TALADRO-04820,57.159
Perforadora03,09 - 02 - 2023,TALADRO-04821,57.442
Perforadora03,09 - 02 - 2023,TALADRO-04822,80.703
Perforadora03,09 - 02 - 2023,TALADRO-04823,73.385
Perforadora03,09 - 02 - 2023,TALADRO-04824,46.267
Perforadora03,09 - 02 - 2023,TALADRO-04825,60.628
Perforadora03,09 - 02 - 2023,TALADRO-04826,64.496
Perforadora03,10 - 02 - 2023,TALADRO-04827,40.488
Perforadora03,10 - 02 - 2023,TALADRO-04828,56.18
Perforadora03,10 - 02 - 2023,TALADRO-04829,43.54
Perforadora03,10 - 02 - 2023,TALADRO-04830,69.376
Perforadora03,10 - 02 - 2023,TALADRO-04831,61.134
Perforadora03,10 - 02 - 2023,TALADRO-04832,49.19
Perforadora03,10 - 02 - 2023,TALADRO-04833,60.202
Perforadora03,10 - 02 - 2023,TALADRO-04834,69.24
Perforadora03,10 - 02 - 2023,TALADRO-04835,80.091
Perforadora03,10 - 02 - 2023,TALADRO-04836,78.864
Perforadora03,10 - 02 - 2023,TALADRO-04837,72.397
Perforadora03,10 - 02 - 2023,TALADRO-04838,62.709
Perforadora03,10 - 02 - 2023,TALADRO-04839,98.778
Perforadora03,10 - 02 - 2023,TALADRO-04840,59.476
Perforadora03,10 - 02 - 2023,TALADRO-04841,76.691
Perforadora03,10 - 02 - 2023,TALADRO-04842,51.142
Perforadora03,10 - 02 - 2023,TALADRO-04843,34.884
Perforadora03,10 - 02 - 2023,TALADRO-04844,89.353
Perforadora03,10 - 02 - 2023,TALADRO-04845,65.978
Perforadora03,10 - 02 - 2023,TALADRO-04846,38.625
Perforadora03,10 - 02 - 2023,TALADRO-04847,49.591
Perforadora03,10 - 02 - 2023,TALADRO-04848,104.423
Perforadora03,10 - 02 - 2023,TALADRO-04849,50.292
Perforadora03,10 - 02 - 2023,TALADRO-04851,83.076
Perforadora03,10 - 02 - 2023,TALADRO-04852,57.549
Perforadora03,10 - 02 - 2023,TALADRO-04853,66.195
Perforadora03,10 - 02 - 2023,TALADRO-04854,62.103
Perforadora03,10 - 02 - 2023,TALADRO-04855,35.462
Perforadora03,10 - 02 - 2023,TALADRO-04856,48.321
Perforadora03,10 - 02 - 2023,TALADRO-04857,104.559
Perforadora03,10 - 02 - 2023,TALADRO-04858,80.358
Perforadora03,10 - 02 - 2023,TALADRO-04859,61.694
Perforadora03,10 - 02 - 2023,TALADRO-04860,83.08
Perforadora03,10 - 02 - 2023,TALADRO-04861,90.328
Perforadora03,10 - 02 - 2023,TALADRO-04862,49.522
Perforadora03,10 - 02 - 2023,TALADRO-04863,81.052
Perforadora03,10 - 02 - 2023,TALADRO-04864,102.831
Perforadora03,10 - 02 - 2023,TALADRO-04865,71.654
Perforadora03,10 - 02 - 2023,TALADRO-04866,104.731
Perforadora03,10 - 02 - 2023,TALADRO-04867,72.669
Perforadora03,10 - 02 - 2023,TALADRO-04868,37.47
Perforadora03,10 - 02 - 2023,TALADRO-04869,57.97
Perforadora03,10 - 02 - 2023,TALADRO-04870,93.374
Perforadora03,10 - 02 - 2023,TALADRO-04871,58.228
Perforadora03,10 - 02 - 2023,TALADRO-04872,40.235
Perforadora03,10 - 02 - 2023,TALADRO-04873,58.979
Perforadora03,10 - 02 - 2023,TALADRO-04874,65.642
Perforadora03,10 - 02 - 2023,TALADRO-04875,62.912
Perforadora03,10 - 02 - 2023,TALADRO-04876,97.82
Perforadora03,10 - 02 - 2023,TALADRO-04877,81.103
Perforadora03,10 - 02 - 2023,TALADRO-04878,48.146
Perforadora03,10 - 02 - 2023,TALADRO-04879,74.371
Perforadora03,10 - 02 - 2023,TALADRO-04880,106.493
Perforadora03,10 - 02 - 2023,TALADRO-04881,77.898
Perforadora03,10 - 02 - 2023,TALADRO-04882,94.005
Perforadora03,10 - 02 - 2023,TALADRO-04883,38.804
Perforadora03,10 - 02 - 2023,TALADRO-04884,57.958
Perforadora03,10 - 02 - 2023,TALADRO-04885,127.891
Perforadora03,10 - 02 - 2023,TALADRO-04886,53.627
Perforadora03,10 - 02 - 2023,TALADRO-04887,93.803
Perforadora03,10 - 02 - 2023,TALADRO-04888,47.173
Perforadora03,10 - 02 - 2023,TALADRO-04889,47.814
Perforadora03,11 - 02 - 2023,TALADRO-04890,85.333
Perforadora03,11 - 02 - 2023,TALADRO-04891,63.67
Perforadora03,11 - 02 - 2023,TALADRO-04892,61.702
Perforadora03,11 - 02 - 2023,TALADRO-04893,72.07
Perforadora03,11 - 02 - 2023,TALADRO-04894,104.577
Perforadora03,11 - 02 - 2023,TALADRO-04895,52.26
Perforadora03,11 - 02 - 2023,TALADRO-04896,70.871
Perforadora03,11 - 02 - 2023,TALADRO-04897,75.785
Perforadora03,11 - 02 - 2023,TALADRO-04898,53.872
Perforadora03,11 - 02 - 2023,TALADRO-04899,50.178
Perforadora03,11 - 02 - 2023,TALADRO-04900,56.013
Perforadora03,11 - 02 - 2023,TALADRO-04901,51.66
Perforadora03,11 - 02 - 2023,TALADRO-04902,38.101
Perforadora03,11 - 02 - 2023,TALADRO-04903,89.778
Perforadora03,11 - 02 - 2023,TALADRO-04904,50.513
Perforadora03,11 - 02 - 2023,TALADRO-04905,73.737
Perforadora03,11 - 02 - 2023,TALADRO-04906,87.42
Perforadora03,11 - 02 - 2023,TALADRO-04907,48.293
Perforadora03,11 - 02 - 2023,TALADRO-04908,49.756
Perforadora03,11 - 02 - 2023,TALADRO-04909,99.513
Perforadora03,11 - 02 - 2023,TALADRO-04910,65.846
Perforadora03,11 - 02 - 2023,TALADRO-04911,72.713
Perforadora03,11 - 02 - 2023,TALADRO-04912,84.927
Perforadora03,11 - 02 - 2023,TALADRO-04913,34.75
Perforadora03,11 - 02 - 2023,TALADRO-04914,85.951
Perforadora03,11 - 02 - 2023,TALADRO-04915,91.635
Perforadora03,11 - 02 - 2023,TALADRO-04916,59.655
Perforadora03,11 - 02 - 2023,TALADRO-04917,78.947
Perforadora03,11 - 02 - 2023,TALADRO-04918,37.679
Perforadora03,11 - 02 - 2023,TALADRO-04919,92.665
Perforadora03,11 - 02 - 2023,TALADRO-04920,50.254
Perforadora03,11 - 02 - 2023,TALADRO-04921,80.674
Perforadora03,11 - 02 - 2023,TALADRO-04922,44.545
Perforadora03,11 - 02 - 2023,TALADRO-04923,49.689
Perforadora03,11 - 02 - 2023,TALADRO-04924,51.36
Perforadora03,11 - 02 - 2023,TALADRO-04925,68.716
Perforadora03,11 - 02 - 2023,TALADRO-04926,43.101
Perforadora03,11 - 02 - 2023,TALADRO-04927,58.224
Perforadora03,11 - 02 - 2023,TALADRO-04928,63.081
Perforadora03,11 - 02 - 2023,TALADRO-04929,66.351
Perforadora03,12 - 02 - 2023,TALADRO-04930,78.807
Perforadora03,12 - 02 - 2023,TALADRO-04931,90.934
Perforadora03,12 - 02 - 2023,TALADRO-04932,74.906
Perforadora03,12 - 02 - 2023,TALADRO-04933,75.429
Perforadora03,27 - 01 - 2023,TALADRO-04934,57.377
Perforadora03,27 - 01 - 2023,TALADRO-04935,63.923
Perforadora03,27 - 01 - 2023,TALADRO-04936,41.982
Perforadora03,27 - 01 - 2023,TALADRO-04937,110.237
Perforadora03,27 - 01 - 2023,TALADRO-04938,44.686
Perforadora03,27 - 01 - 2023,TALADRO-04939,87.29
Perforadora03,28 - 01 - 2023,TALADRO-04940,64.349
Perforadora03,28 - 01 - 2023,TALADRO-04941,32.86
Perforadora03,28 - 01 - 2023,TALADRO-04942,57.497
Perforadora03,28 - 01 - 2023,TALADRO-04943,108.372
Perforadora03,28 - 01 - 2023,TALADRO-04944,71.511
Perforadora03,28 - 01 - 2023,TALADRO-04945,73.574
Perforadora03,28 - 01 - 2023,TALADRO-04946,47.58
Perforadora03,28 - 01 - 2023,TALADRO-04947,80.503
Perforadora03,28 - 01 - 2023,TALADRO-04948,61.134
Perforadora03,28 - 01 - 2023,TALADRO-04949,42.23
Perforadora03,28 - 01 - 2023,TALADRO-04950,39.915
Perforadora03,28 - 01 - 2023,TALADRO-04951,57.329
Perforadora03,28 - 01 - 2023,TALADRO-04952,83.631
Perforadora03,28 - 01 - 2023,TALADRO-04953,51.102
Perforadora03,28 - 01 - 2023,TALADRO-04954,75.84
Perforadora03,28 - 01 - 2023,TALADRO-04955,56.538
Perforadora03,28 - 01 - 2023,TALADRO-04956,77.952
Perforadora03,28 - 01 - 2023,TALADRO-04957,76.402
Perforadora03,28 - 01 - 2023,TALADRO-04958,100.296
Perforadora03,28 - 01 - 2023,TALADRO-04959,116.721
Perforadora03,28 - 01 - 2023,TALADRO-04960,104.529
Perforadora03,28 - 01 - 2023,TALADRO-04961,82.613
Perforadora03,28 - 01 - 2023,TALADRO-04962,68.14
Perforadora03,28 - 01 - 2023,TALADRO-04963,37.656
Perforadora03,28 - 01 - 2023,TALADRO-04964,54.484
Perforadora03,28 - 01 - 2023,TALADRO-04965,66.513
Perforadora03,28 - 01 - 2023,TALADRO-04966,71.551
Perforadora03,28 - 01 - 2023,TALADRO-04967,91.194
Perforadora03,28 - 01 - 2023,TALADRO-04968,62.489
Perforadora03,28 - 01 - 2023,TALADRO-04969,49.385
Perforadora03,28 - 01 - 2023,TALADRO-04970,67.977
Perforadora03,28 - 01 - 2023,TALADRO-04971,38.001
Perforadora03,28 - 01 - 2023,TALADRO-04972,53.772
Perforadora03,28 - 01 - 2023,TALADRO-04973,43.488
Perforadora03,28 - 01 - 2023,TALADRO-04974,48.043
Perforadora03,28 - 01 - 2023,TALADRO-04975,64.607
Perforadora03,28 - 01 - 2023,TALADRO-04976,70.995
Perforadora03,28 - 01 - 2023,TALADRO-04977,39.654
Perforadora03,28 - 01 - 2023,TALADRO-04978,72.453
Perforadora03,28 - 01 - 2023,TALADRO-04979,62.041
Perforadora03,28 - 01 - 2023,TALADRO-04980,81.758
Perforadora03,28 - 01 - 2023,TALADRO-04981,67.65
Perforadora03,28 - 01 - 2023,TALADRO-04982,91.973
Perforadora03,28 - 01 - 2023,TALADRO-04983,121.707
Perforadora03,28 - 01 - 2023,TALADRO-04984,59.54
Perforadora03,28 - 01 - 2023,TALADRO-04985,78.218
Perforadora03,28 - 01 - 2023,TALADRO-04986,54.205
Perforadora03,28 - 01 - 2023,TALADRO-04987,77.307
Perforadora03,28 - 01 - 2023,TALADRO-04988,40.968
Perforadora03,28 - 01 - 2023,TALADRO-04989,71.285
Perforadora03,28 - 01 - 2023,TALADRO-04990,47.069
Perforadora03,28 - 01 - 2023,TALADRO-04991,52.02
Perforadora03,28 - 01 - 2023,TALADRO-04992,94.827
Perforadora03,28 - 01 - 2023,TALADRO-04993,47.646
Perforadora03,28 - 01 - 2023,TALADRO-04994,60.002
Perforadora03,28 - 01 - 2023,TALADRO-04995,66.149
Perforadora03,28 - 01 - 2023,TALADRO-04996,101.03
Perforadora03,28 - 01 - 2023,TALADRO-04997,65.749
Perforadora03,28 - 01 - 2023,TALADRO-04998,83.545
Perforadora03,28 - 01 - 2023,TALADRO-04999,58.331
Perforadora03,28 - 01 - 2023,TALADRO-05000,84.331
Perforadora03,28 - 01 - 2023,TALADRO-05001,97.274
Perforadora03,28 - 01 - 2023,TALADRO-05002,59.712
Perforadora03,28 - 01 - 2023,TALADRO-05003,88.831
Perforadora03,28 - 01 - 2023,TALADRO-05004,38.09
Perforadora03,29 - 01 - 2023,TALADRO-05005,53.813
Perforadora03,29 - 01 - 2023,TALADRO-05006,75.696
Perforadora03,29 - 01 - 2023,TALADRO-05007,77.602
Perforadora03,29 - 01 - 2023,TALADRO-05008,55.923
Perforadora03,29 - 01 - 2023,TALADRO-05009,74.226
Perforadora03,29 - 01 - 2023,TALADRO-05010,61.169
Perforadora03,29 - 01 - 2023,TALADRO-05011,73.451
Perforadora03,29 - 01 - 2023,TALADRO-05012,93.194
Perforadora03,29 - 01 - 2023,TALADRO-05013,64.977
Perforadora03,29 - 01 - 2023,TALADRO-05014,42.379
Perforadora03,29 - 01 - 2023,TALADRO-05015,61.93
Perforadora03,29 - 01 - 2023,TALADRO-05016,50.587
Perforadora03,29 - 01 - 2023,TALADRO-05017,91.552
Perforadora03,29 - 01 - 2023,TALADRO-05018,76.528
Perforadora03,29 - 01 - 2023,TALADRO-05019,79.385
Perforadora03,29 - 01 - 2023,TALADRO-05020,38.802
Perforadora03,29 - 01 - 2023,TALADRO-05021,57.15
Perforadora03,29 - 01 - 2023,TALADRO-05022,72.875
Perforadora03,29 - 01 - 2023,TALADRO-05023,41.453
Perforadora03,29 - 01 - 2023,TALADRO-05024,88.696
Perforadora03,29 - 01 - 2023,TALADRO-05025,60.596
Perforadora03,29 - 01 - 2023,TALADRO-05026,138.64
Perforadora03,29 - 01 - 2023,TALADRO-05027,38.873
Perforadora03,29 - 01 - 2023,TALADRO-05028,45.345
Perforadora03,29 - 01 - 2023,TALADRO-05029,88.224
Perforadora03,29 - 01 - 2023,TALADRO-05030,43.869
Perforadora03,29 - 01 - 2023,TALADRO-05031,46.345
Perforadora03,29 - 01 - 2023,TALADRO-05032,47.547
Perforadora03,29 - 01 - 2023,TALADRO-05033,78.942
Perforadora03,29 - 01 - 2023,TALADRO-05034,86.89
Perforadora03,29 - 01 - 2023,TALADRO-05035,49.749
Perforadora03,29 - 01 - 2023,TALADRO-05036,67.128
Perforadora03,29 - 01 - 2023,TALADRO-05037,72.812
Perforadora03,29 - 01 - 2023,TALADRO-05038,45.481
Perforadora03,29 - 01 - 2023,TALADRO-05039,47.861
Perforadora03,29 - 01 - 2023,TALADRO-05040,73.347
Perforadora03,29 - 01 - 2023,TALADRO-05041,72.216
Perforadora03,29 - 01 - 2023,TALADRO-05042,91.174
Perforadora03,29 - 01 - 2023,TALADRO-05043,88.439
Perforadora03,29 - 01 - 2023,TALADRO-05044,83.677
Perforadora03,29 - 01 - 2023,TALADRO-05045,50.891
Perforadora03,29 - 01 - 2023,TALADRO-05046,56.008
Perforadora03,29 - 01 - 2023,TALADRO-05047,50.854
Perforadora03,29 - 01 - 2023,TALADRO-05048,76.898
Perforadora03,30 - 01 - 2023,TALADRO-05049,56.695
Perforadora03,30 - 01 - 2023,TALADRO-05050,70.931
Perforadora03,30 - 01 - 2023,TALADRO-05051,61.621
Perforadora03,30 - 01 - 2023,TALADRO-05052,122.455
Perforadora03,30 - 01 - 2023,TALADRO-05053,56.885
Perforadora03,30 - 01 - 2023,TALADRO-05055,73.212
Perforadora03,30 - 01 - 2023,TALADRO-05056,72.984
Perforadora03,30 - 01 - 2023,TALADRO-05057,88.135
Perforadora03,30 - 01 - 2023,TALADRO-05058,62.426
Perforadora03,30 - 01 - 2023,TALADRO-05059,73.945
Perforadora03,30 - 01 - 2023,TALADRO-05060,81.381
Perforadora03,30 - 01 - 2023,TALADRO-05061,74.536
Perforadora03,30 - 01 - 2023,TALADRO-05062,54.015
Perforadora03,30 - 01 - 2023,TALADRO-05064,55.408
Perforadora03,30 - 01 - 2023,TALADRO-05065,66.763
Perforadora03,30 - 01 - 2023,TALADRO-05066,82.234
Perforadora03,30 - 01 - 2023,TALADRO-05067,67.471
Perforadora03,30 - 01 - 2023,TALADRO-05068,51.36
Perforadora03,30 - 01 - 2023,TALADRO-05069,61.731
Perforadora03,30 - 01 - 2023,TALADRO-05070,62.409
Perforadora03,30 - 01 - 2023,TALADRO-05071,64.848
Perforadora03,30 - 01 - 2023,TALADRO-05072,87.714
Perforadora03,30 - 01 - 2023,TALADRO-05073,69.621
Perforadora03,30 - 01 - 2023,TALADRO-05074,23.65
Perforadora03,30 - 01 - 2023,TALADRO-05075,58.951
Perforadora03,30 - 01 - 2023,TALADRO-05076,66.189
Perforadora03,30 - 01 - 2023,TALADRO-05077,70.779
Perforadora03,30 - 01 - 2023,TALADRO-05078,67.969
Perforadora03,30 - 01 - 2023,TALADRO-05079,31.173
Perforadora03,30 - 01 - 2023,TALADRO-05080,51.512
Perforadora03,30 - 01 - 2023,TALADRO-05081,48.973
Perforadora03,30 - 01 - 2023,TALADRO-05082,93.06
Perforadora03,30 - 01 - 2023,TALADRO-05083,73.401
Perforadora03,30 - 01 - 2023,TALADRO-05084,71.045
Perforadora03,30 - 01 - 2023,TALADRO-05085,88.165
Perforadora03,31 - 01 - 2023,TALADRO-05086,41.228
Perforadora03,31 - 01 - 2023,TALADRO-05087,64.033
Perforadora03,31 - 01 - 2023,TALADRO-05088,52.506
Perforadora03,31 - 01 - 2023,TALADRO-05089,61.629
Perforadora03,31 - 01 - 2023,TALADRO-05090,81.019
Perforadora03,31 - 01 - 2023,TALADRO-05091,51.538
Perforadora03,31 - 01 - 2023,TALADRO-05092,99.319
Perforadora03,31 - 01 - 2023,TALADRO-05093,47.248
Perforadora03,31 - 01 - 2023,TALADRO-05094,74.141
Perforadora03,31 - 01 - 2023,TALADRO-05095,58.059
Perforadora03,31 - 01 - 2023,TALADRO-05096,58.021
Perforadora03,31 - 01 - 2023,TALADRO-05097,80.066
Perforadora03,31 - 01 - 2023,TALADRO-05098,110.209
Perforadora03,31 - 01 - 2023,TALADRO-05099,74.259
Perforadora03,31 - 01 - 2023,TALADRO-05100,92.427
Perforadora03,31 - 01 - 2023,TALADRO-05101,124.273
Perforadora03,31 - 01 - 2023,TALADRO-05102,28.138
Perforadora03,31 - 01 - 2023,TALADRO-05103,87.228
Perforadora03,31 - 01 - 2023,TALADRO-05104,57.986
Perforadora03,31 - 01 - 2023,TALADRO-05105,58.448
Perforadora03,31 - 01 - 2023,TALADRO-05106,47.404
Perforadora03,31 - 01 - 2023,TALADRO-05107,79.327
Perforadora03,31 - 01 - 2023,TALADRO-05108,59.705
Perforadora03,31 - 01 - 2023,TALADRO-05109,92.256
