PERFORADORA,DIA,TALADRO,DUREZA . MPA
Perforadora05,26 - 01 - 2023,TALADRO-02,107.935
Perforadora05,26 - 01 - 2023,TALADRO-03,77.592
Perforadora05,26 - 01 - 2023,TALADRO-04,107.531
Perforadora05,26 - 01 - 2023,TALADRO-05,79.915
Perforadora05,26 - 01 - 2023,TALADRO-06,57.035
Perforadora05,26 - 01 - 2023,TALADRO-07,89.811
Perforadora05,26 - 01 - 2023,TALADRO-08,71.081
Perforadora05,26 - 01 - 2023,TALADRO-09,60.883
Perforadora05,26 - 01 - 2023,TALADRO-010,67.14
Perforadora05,26 - 01 - 2023,TALADRO-011,101.616
Perforadora05,26 - 01 - 2023,TALADRO-012,61.656
Perforadora05,26 - 01 - 2023,TALADRO-013,96.184
Perforadora05,26 - 01 - 2023,TALADRO-014,41.929
Perforadora05,26 - 01 - 2023,TALADRO-015,65.05
Perforadora05,26 - 01 - 2023,TALADRO-016,53.35
Perforadora05,26 - 01 - 2023,TALADRO-017,51.417
Perforadora05,26 - 01 - 2023,TALADRO-018,66.512
Perforadora05,26 - 01 - 2023,TALADRO-019,86.062
Perforadora05,26 - 01 - 2023,TALADRO-020,62.717
Perforadora05,26 - 01 - 2023,TALADRO-021,100.664
Perforadora05,26 - 01 - 2023,TALADRO-022,72.353
Perforadora05,26 - 01 - 2023,TALADRO-023,58.083
Perforadora05,26 - 01 - 2023,TALADRO-024,46.737
Perforadora05,26 - 01 - 2023,TALADRO-025,47.653
Perforadora05,26 - 01 - 2023,TALADRO-026,136.739
Perforadora05,26 - 01 - 2023,TALADRO-027,49.715
Perforadora05,26 - 01 - 2023,TALADRO-028,98.233
Perforadora05,26 - 01 - 2023,TALADRO-029,68.705
Perforadora05,26 - 01 - 2023,TALADRO-030,54.029
Perforadora05,26 - 01 - 2023,TALADRO-031,63.866
Perforadora05,26 - 01 - 2023,TALADRO-032,29.779
Perforadora05,26 - 01 - 2023,TALADRO-033,64.444
Perforadora05,26 - 01 - 2023,TALADRO-034,84.224
Perforadora05,26 - 01 - 2023,TALADRO-035,84.996
Perforadora05,26 - 01 - 2023,TALADRO-036,37.797
Perforadora05,26 - 01 - 2023,TALADRO-037,80.308
Perforadora05,25 - 01 - 2023,TALADRO-038,76.295
Perforadora05,25 - 01 - 2023,TALADRO-039,69.918
Perforadora05,25 - 01 - 2023,TALADRO-040,43.414
Perforadora05,25 - 01 - 2023,TALADRO-041,67.878
Perforadora05,25 - 01 - 2023,TALADRO-042,78.62
Perforadora05,27 - 01 - 2023,TALADRO-043,61.831
Perforadora05,27 - 01 - 2023,TALADRO-044,58.356
Perforadora05,27 - 01 - 2023,TALADRO-045,65.01
Perforadora05,27 - 01 - 2023,TALADRO-046,76.164
Perforadora05,27 - 01 - 2023,TALADRO-047,107.096
Perforadora05,27 - 01 - 2023,TALADRO-048,86.044
Perforadora05,27 - 01 - 2023,TALADRO-049,98.771
Perforadora05,27 - 01 - 2023,TALADRO-050,57.845
Perforadora05,27 - 01 - 2023,TALADRO-051,34.65
Perforadora05,27 - 01 - 2023,TALADRO-052,38.33
Perforadora05,27 - 01 - 2023,TALADRO-053,76.351
Perforadora05,27 - 01 - 2023,TALADRO-054,60.292
Perforadora05,27 - 01 - 2023,TALADRO-055,75.119
Perforadora05,27 - 01 - 2023,TALADRO-056,72.749
Perforadora05,27 - 01 - 2023,TALADRO-057,47.877
Perforadora05,27 - 01 - 2023,TALADRO-058,76.136
Perforadora05,27 - 01 - 2023,TALADRO-059,48.029
Perforadora05,27 - 01 - 2023,TALADRO-060,47.821
Perforadora05,27 - 01 - 2023,TALADRO-061,54.076
Perforadora05,27 - 01 - 2023,TALADRO-062,61.736
Perforadora05,27 - 01 - 2023,TALADRO-063,73.052
Perforadora05,27 - 01 - 2023,TALADRO-064,61.603
Perforadora05,27 - 01 - 2023,TALADRO-065,79.436
Perforadora05,27 - 01 - 2023,TALADRO-066,58.765
Perforadora05,27 - 01 - 2023,TALADRO-067,60.918
Perforadora05,27 - 01 - 2023,TALADRO-068,34.449
Perforadora05,27 - 01 - 2023,TALADRO-069,53.933
Perforadora05,27 - 01 - 2023,TALADRO-070,92.283
Perforadora05,27 - 01 - 2023,TALADRO-071,53.254
Perforadora05,27 - 01 - 2023,TALADRO-072,64.598
Perforadora05,27 - 01 - 2023,TALADRO-073,68.185
Perforadora05,27 - 01 - 2023,TALADRO-074,43.049
Perforadora05,27 - 01 - 2023,TALADRO-075,107.046
Perforadora05,27 - 01 - 2023,TALADRO-076,86.592
Perforadora05,27 - 01 - 2023,TALADRO-077,57.302
Perforadora05,27 - 01 - 2023,TALADRO-078,60.052
Perforadora05,27 - 01 - 2023,TALADRO-079,59.308
Perforadora05,27 - 01 - 2023,TALADRO-080,67.803
Perforadora05,27 - 01 - 2023,TALADRO-081,54.052
Perforadora05,27 - 01 - 2023,TALADRO-082,108.757
Perforadora05,27 - 01 - 2023,TALADRO-083,59.569
Perforadora05,27 - 01 - 2023,TALADRO-084,105.213
Perforadora05,27 - 01 - 2023,TALADRO-085,102.128
Perforadora05,27 - 01 - 2023,TALADRO-086,66.477
Perforadora05,27 - 01 - 2023,TALADRO-087,70.983
Perforadora05,27 - 01 - 2023,TALADRO-088,79.666
Perforadora05,27 - 01 - 2023,TALADRO-089,58.29
Perforadora05,27 - 01 - 2023,TALADRO-090,73.391
Perforadora05,27 - 01 - 2023,TALADRO-091,97.667
Perforadora05,27 - 01 - 2023,TALADRO-092,41.181
Perforadora05,27 - 01 - 2023,TALADRO-093,28.18
Perforadora05,27 - 01 - 2023,TALADRO-094,86.944
Perforadora05,27 - 01 - 2023,TALADRO-095,76.579
Perforadora05,27 - 01 - 2023,TALADRO-096,68.435
Perforadora05,27 - 01 - 2023,TALADRO-097,71.118
Perforadora05,27 - 01 - 2023,TALADRO-098,96.378
Perforadora05,27 - 01 - 2023,TALADRO-099,86.523
Perforadora05,27 - 01 - 2023,TALADRO-0100,62.905
Perforadora05,27 - 01 - 2023,TALADRO-0101,64.509
Perforadora05,27 - 01 - 2023,TALADRO-0102,76.147
Perforadora05,27 - 01 - 2023,TALADRO-0103,61.154
Perforadora05,27 - 01 - 2023,TALADRO-0104,30.436
Perforadora05,27 - 01 - 2023,TALADRO-0105,44.012
Perforadora05,27 - 01 - 2023,TALADRO-0106,70.275
Perforadora05,27 - 01 - 2023,TALADRO-0107,62.195
Perforadora05,27 - 01 - 2023,TALADRO-0108,89.853
Perforadora05,27 - 01 - 2023,TALADRO-0109,42.888
Perforadora05,27 - 01 - 2023,TALADRO-0110,52.714
Perforadora05,27 - 01 - 2023,TALADRO-0111,60.175
Perforadora05,27 - 01 - 2023,TALADRO-0112,83.411
Perforadora05,27 - 01 - 2023,TALADRO-0113,32.231
Perforadora05,28 - 02 - 2023,TALADRO-0114,78.397
Perforadora05,28 - 02 - 2023,TALADRO-0115,49.58
Perforadora05,28 - 02 - 2023,TALADRO-0116,75.137
Perforadora05,28 - 02 - 2023,TALADRO-0117,112.16
Perforadora05,28 - 02 - 2023,TALADRO-0118,40.372
Perforadora05,28 - 02 - 2023,TALADRO-0119,61.373
Perforadora05,28 - 02 - 2023,TALADRO-0120,71.943
Perforadora05,28 - 02 - 2023,TALADRO-0121,49.611
Perforadora05,28 - 02 - 2023,TALADRO-0122,39.419
Perforadora05,28 - 02 - 2023,TALADRO-0123,53.195
Perforadora05,28 - 02 - 2023,TALADRO-0124,109.648
Perforadora05,28 - 02 - 2023,TALADRO-0125,73.359
Perforadora05,28 - 02 - 2023,TALADRO-0126,90.384
Perforadora05,28 - 02 - 2023,TALADRO-0127,98.894
Perforadora05,28 - 02 - 2023,TALADRO-0128,76.512
Perforadora05,28 - 02 - 2023,TALADRO-0129,61.793
Perforadora05,28 - 02 - 2023,TALADRO-0130,81.434
Perforadora05,28 - 02 - 2023,TALADRO-0131,67.913
Perforadora05,28 - 02 - 2023,TALADRO-0132,44.463
Perforadora05,28 - 02 - 2023,TALADRO-0133,98.597
Perforadora05,28 - 02 - 2023,TALADRO-0134,63.004
Perforadora05,28 - 02 - 2023,TALADRO-0135,88.406
Perforadora05,28 - 02 - 2023,TALADRO-0136,82.505
Perforadora05,28 - 02 - 2023,TALADRO-0137,60.841
Perforadora05,28 - 02 - 2023,TALADRO-0138,105.343
Perforadora05,28 - 02 - 2023,TALADRO-0139,48.923
Perforadora05,28 - 02 - 2023,TALADRO-0140,55.911
Perforadora05,28 - 02 - 2023,TALADRO-0141,55.481
Perforadora05,28 - 02 - 2023,TALADRO-0142,46.781
Perforadora05,28 - 02 - 2023,TALADRO-0143,48.655
Perforadora05,28 - 02 - 2023,TALADRO-0144,64.158
Perforadora05,28 - 02 - 2023,TALADRO-0145,36.922
Perforadora05,28 - 02 - 2023,TALADRO-0146,57.888
Perforadora05,28 - 02 - 2023,TALADRO-0147,58.724
Perforadora05,28 - 02 - 2023,TALADRO-0148,54.263
Perforadora05,28 - 02 - 2023,TALADRO-0149,75.044
Perforadora05,28 - 02 - 2023,TALADRO-0150,63.814
Perforadora05,28 - 02 - 2023,TALADRO-0151,53.689
Perforadora05,28 - 02 - 2023,TALADRO-0152,83.71
Perforadora05,28 - 02 - 2023,TALADRO-0153,68.968
Perforadora05,28 - 02 - 2023,TALADRO-0154,59.393
Perforadora05,28 - 02 - 2023,TALADRO-0155,86.363
Perforadora05,28 - 02 - 2023,TALADRO-0156,36.644
Perforadora05,28 - 02 - 2023,TALADRO-0158,50.398
Perforadora05,04 - 01 - 2023,TALADRO-0159,61.24
Perforadora05,04 - 01 - 2023,TALADRO-0160,97.971
Perforadora05,04 - 01 - 2023,TALADRO-0161,73.803
Perforadora05,04 - 01 - 2023,TALADRO-0162,47.129
Perforadora05,04 - 01 - 2023,TALADRO-0163,99.076
Perforadora05,04 - 01 - 2023,TALADRO-0164,84.223
Perforadora05,04 - 01 - 2023,TALADRO-0165,39.595
Perforadora05,04 - 01 - 2023,TALADRO-0166,110.155
Perforadora05,04 - 01 - 2023,TALADRO-0167,57.817
Perforadora05,04 - 01 - 2023,TALADRO-0168,37.844
Perforadora05,04 - 01 - 2023,TALADRO-0169,71.069
Perforadora05,04 - 01 - 2023,TALADRO-0170,71.08
Perforadora05,04 - 01 - 2023,TALADRO-0171,60.874
Perforadora05,04 - 01 - 2023,TALADRO-0172,56.688
Perforadora05,04 - 01 - 2023,TALADRO-0173,63.276
Perforadora05,04 - 01 - 2023,TALADRO-0174,35.388
Perforadora05,04 - 01 - 2023,TALADRO-0175,112.9
Perforadora05,04 - 01 - 2023,TALADRO-0176,43.129
Perforadora05,04 - 01 - 2023,TALADRO-0177,36.241
Perforadora05,04 - 01 - 2023,TALADRO-0178,116.343
Perforadora05,04 - 01 - 2023,TALADRO-0179,68.97
Perforadora05,04 - 01 - 2023,TALADRO-0180,47.425
Perforadora05,04 - 01 - 2023,TALADRO-0181,85.049
Perforadora05,04 - 01 - 2023,TALADRO-0182,68.293
Perforadora05,04 - 01 - 2023,TALADRO-0183,88.958
Perforadora05,04 - 01 - 2023,TALADRO-0184,38.935
Perforadora05,04 - 01 - 2023,TALADRO-0185,67.757
Perforadora05,04 - 01 - 2023,TALADRO-0186,61.543
Perforadora05,04 - 01 - 2023,TALADRO-0187,59.452
Perforadora05,04 - 01 - 2023,TALADRO-0188,69.081
Perforadora05,04 - 01 - 2023,TALADRO-0189,59.157
Perforadora05,04 - 01 - 2023,TALADRO-0190,67.135
Perforadora05,04 - 01 - 2023,TALADRO-0191,111.993
Perforadora05,04 - 01 - 2023,TALADRO-0192,89.579
Perforadora05,04 - 01 - 2023,TALADRO-0193,48.913
Perforadora05,04 - 01 - 2023,TALADRO-0194,64.384
Perforadora05,04 - 01 - 2023,TALADRO-0195,64.61
Perforadora05,04 - 01 - 2023,TALADRO-0196,54.745
Perforadora05,04 - 01 - 2023,TALADRO-0197,61.266
Perforadora05,04 - 01 - 2023,TALADRO-0198,50.643
Perforadora05,04 - 01 - 2023,TALADRO-0199,58.588
Perforadora05,04 - 01 - 2023,TALADRO-0200,49.118
Perforadora05,04 - 01 - 2023,TALADRO-0201,55.59
Perforadora05,04 - 01 - 2023,TALADRO-0202,52.919
Perforadora05,04 - 01 - 2023,TALADRO-0203,67.854
Perforadora05,04 - 01 - 2023,TALADRO-0204,98.153
Perforadora05,04 - 01 - 2023,TALADRO-0205,34.426
Perforadora05,04 - 01 - 2023,TALADRO-0206,76.08
Perforadora05,04 - 01 - 2023,TALADRO-0207,56.48
Perforadora05,04 - 01 - 2023,TALADRO-0208,110.52
Perforadora05,04 - 01 - 2023,TALADRO-0209,73.873
Perforadora05,04 - 01 - 2023,TALADRO-0210,79.866
Perforadora05,04 - 01 - 2023,TALADRO-0211,66.909
Perforadora05,04 - 01 - 2023,TALADRO-0212,50.744
Perforadora05,04 - 01 - 2023,TALADRO-0213,105.106
Perforadora05,04 - 01 - 2023,TALADRO-0214,60.607
Perforadora05,04 - 01 - 2023,TALADRO-0215,60.587
Perforadora05,04 - 01 - 2023,TALADRO-0216,42.945
Perforadora05,04 - 01 - 2023,TALADRO-0217,77.252
Perforadora05,04 - 01 - 2023,TALADRO-0218,60.353
Perforadora05,04 - 01 - 2023,TALADRO-0219,76.193
Perforadora05,04 - 01 - 2023,TALADRO-0220,73.021
Perforadora05,04 - 01 - 2023,TALADRO-0221,81.722
Perforadora05,04 - 01 - 2023,TALADRO-0222,93.251
Perforadora05,04 - 01 - 2023,TALADRO-0223,66.201
Perforadora05,04 - 01 - 2023,TALADRO-0224,45.683
Perforadora05,04 - 01 - 2023,TALADRO-0225,71.587
Perforadora05,04 - 01 - 2023,TALADRO-0226,96.291
Perforadora05,04 - 01 - 2023,TALADRO-0227,93.395
Perforadora05,04 - 01 - 2023,TALADRO-0228,56.671
Perforadora05,04 - 01 - 2023,TALADRO-0229,51.687
Perforadora05,04 - 01 - 2023,TALADRO-0230,55.481
Perforadora05,03 - 01 - 2023,TALADRO-0231,45.067
Perforadora05,03 - 01 - 2023,TALADRO-0232,70.05
Perforadora05,03 - 01 - 2023,TALADRO-0233,57.134
Perforadora05,03 - 01 - 2023,TALADRO-0234,59.063
Perforadora05,03 - 01 - 2023,TALADRO-0235,74.357
Perforadora05,03 - 01 - 2023,TALADRO-0236,57.849
Perforadora05,03 - 01 - 2023,TALADRO-0237,107.096
Perforadora05,03 - 01 - 2023,TALADRO-0238,78.565
Perforadora05,03 - 01 - 2023,TALADRO-0239,75.584
Perforadora05,03 - 01 - 2023,TALADRO-0240,93.948
Perforadora05,03 - 01 - 2023,TALADRO-0241,73.617
Perforadora05,03 - 01 - 2023,TALADRO-0242,76.842
Perforadora05,03 - 01 - 2023,TALADRO-0243,97.962
Perforadora05,03 - 01 - 2023,TALADRO-0244,92.504
Perforadora05,03 - 01 - 2023,TALADRO-0245,40.756
Perforadora05,03 - 01 - 2023,TALADRO-0246,51.326
Perforadora05,03 - 01 - 2023,TALADRO-0247,38.952
Perforadora05,03 - 01 - 2023,TALADRO-0248,100.052
Perforadora05,03 - 01 - 2023,TALADRO-0249,58.335
Perforadora05,03 - 01 - 2023,TALADRO-0250,72.212
Perforadora05,03 - 01 - 2023,TALADRO-0251,52.211
Perforadora05,03 - 01 - 2023,TALADRO-0252,56.349
Perforadora05,03 - 01 - 2023,TALADRO-0253,67.13
Perforadora05,03 - 01 - 2023,TALADRO-0254,63.374
Perforadora05,03 - 01 - 2023,TALADRO-0255,77.613
Perforadora05,03 - 01 - 2023,TALADRO-0256,116.47
Perforadora05,03 - 01 - 2023,TALADRO-0257,85.293
Perforadora05,03 - 01 - 2023,TALADRO-0258,84.731
Perforadora05,03 - 01 - 2023,TALADRO-0259,75.167
Perforadora05,03 - 01 - 2023,TALADRO-0260,61.366
Perforadora05,03 - 01 - 2023,TALADRO-0261,46.86
Perforadora05,03 - 01 - 2023,TALADRO-0262,98.255
Perforadora05,03 - 01 - 2023,TALADRO-0263,73.004
Perforadora05,03 - 01 - 2023,TALADRO-0264,78.118
Perforadora05,03 - 01 - 2023,TALADRO-0265,80.487
Perforadora05,03 - 01 - 2023,TALADRO-0266,55.932
Perforadora05,03 - 01 - 2023,TALADRO-0267,70.574
Perforadora05,03 - 01 - 2023,TALADRO-0268,77.848
Perforadora05,03 - 01 - 2023,TALADRO-0269,26.787
Perforadora05,03 - 01 - 2023,TALADRO-0270,58.437
Perforadora05,03 - 01 - 2023,TALADRO-0271,78.655
Perforadora05,03 - 01 - 2023,TALADRO-0272,84.892
Perforadora05,03 - 01 - 2023,TALADRO-0273,83.828
Perforadora05,03 - 01 - 2023,TALADRO-0274,60.865
Perforadora05,03 - 01 - 2023,TALADRO-0275,85.195
Perforadora05,03 - 01 - 2023,TALADRO-0276,88.605
Perforadora05,03 - 01 - 2023,TALADRO-0277,81.304
Perforadora05,03 - 01 - 2023,TALADRO-0278,112.915
Perforadora05,03 - 01 - 2023,TALADRO-0279,133.685
Perforadora05,03 - 01 - 2023,TALADRO-0280,49.847
Perforadora05,03 - 01 - 2023,TALADRO-0281,69.387
Perforadora05,03 - 01 - 2023,TALADRO-0282,60.025
Perforadora05,03 - 01 - 2023,TALADRO-0283,74.229
Perforadora05,03 - 01 - 2023,TALADRO-0284,61.644
Perforadora05,03 - 01 - 2023,TALADRO-0285,70.053
Perforadora05,03 - 01 - 2023,TALADRO-0286,39.265
Perforadora05,03 - 01 - 2023,TALADRO-0287,25.042
Perforadora05,03 - 01 - 2023,TALADRO-0288,79.548
Perforadora05,03 - 01 - 2023,TALADRO-0289,53.097
Perforadora05,03 - 01 - 2023,TALADRO-0290,57.289
Perforadora05,03 - 01 - 2023,TALADRO-0291,61.178
Perforadora05,03 - 01 - 2023,TALADRO-0292,53.623
Perforadora05,03 - 01 - 2023,TALADRO-0293,56.127
Perforadora05,03 - 01 - 2023,TALADRO-0294,78.44
Perforadora05,03 - 01 - 2023,TALADRO-0295,43.577
Perforadora05,15 - 01 - 2023,TALADRO-0296,63.864
Perforadora05,15 - 01 - 2023,TALADRO-0297,50.903
Perforadora05,15 - 01 - 2023,TALADRO-0298,52.272
Perforadora05,15 - 01 - 2023,TALADRO-0299,90.479
Perforadora05,15 - 01 - 2023,TALADRO-0300,52.601
Perforadora05,15 - 01 - 2023,TALADRO-0301,54.849
Perforadora05,15 - 01 - 2023,TALADRO-0302,91.834
Perforadora05,15 - 01 - 2023,TALADRO-0303,99.202
Perforadora05,15 - 01 - 2023,TALADRO-0304,45.071
Perforadora05,15 - 01 - 2023,TALADRO-0305,59.037
Perforadora05,15 - 01 - 2023,TALADRO-0306,38.585
Perforadora05,15 - 01 - 2023,TALADRO-0307,73.317
Perforadora05,15 - 01 - 2023,TALADRO-0308,47.323
Perforadora05,15 - 01 - 2023,TALADRO-0309,77.168
Perforadora05,15 - 01 - 2023,TALADRO-0310,78.628
Perforadora05,15 - 01 - 2023,TALADRO-0311,70.574
Perforadora05,15 - 01 - 2023,TALADRO-0312,90.208
Perforadora05,15 - 01 - 2023,TALADRO-0313,84.85
Perforadora05,15 - 01 - 2023,TALADRO-0314,61.432
Perforadora05,15 - 01 - 2023,TALADRO-0315,62.634
Perforadora05,15 - 01 - 2023,TALADRO-0316,52.904
Perforadora05,15 - 01 - 2023,TALADRO-0317,83.235
Perforadora05,15 - 01 - 2023,TALADRO-0318,54.874
Perforadora05,15 - 01 - 2023,TALADRO-0319,48.974
Perforadora05,15 - 01 - 2023,TALADRO-0320,79.001
Perforadora05,15 - 01 - 2023,TALADRO-0321,83.063
Perforadora05,15 - 01 - 2023,TALADRO-0322,72.5
Perforadora05,15 - 01 - 2023,TALADRO-0323,70.069
Perforadora05,15 - 01 - 2023,TALADRO-0324,56.753
Perforadora05,15 - 01 - 2023,TALADRO-0325,77.409
Perforadora05,15 - 01 - 2023,TALADRO-0326,44.376
Perforadora05,15 - 01 - 2023,TALADRO-0327,108.311
Perforadora05,15 - 01 - 2023,TALADRO-0328,77.616
Perforadora05,16 - 01 - 2023,TALADRO-0329,71.145
Perforadora05,16 - 01 - 2023,TALADRO-0330,31.024
Perforadora05,16 - 01 - 2023,TALADRO-0331,63.046
Perforadora05,16 - 01 - 2023,TALADRO-0332,63.919
Perforadora05,16 - 01 - 2023,TALADRO-0333,78.054
Perforadora05,16 - 01 - 2023,TALADRO-0334,96.697
Perforadora05,16 - 01 - 2023,TALADRO-0335,74.809
Perforadora05,16 - 01 - 2023,TALADRO-0336,86.75
Perforadora05,16 - 01 - 2023,TALADRO-0337,65.527
Perforadora05,16 - 01 - 2023,TALADRO-0338,29.848
Perforadora05,16 - 01 - 2023,TALADRO-0339,72.399
Perforadora05,16 - 01 - 2023,TALADRO-0340,66.545
Perforadora05,16 - 01 - 2023,TALADRO-0341,112.705
Perforadora05,16 - 01 - 2023,TALADRO-0342,84.176
Perforadora05,16 - 01 - 2023,TALADRO-0343,61.416
Perforadora05,16 - 01 - 2023,TALADRO-0344,89.388
Perforadora05,16 - 01 - 2023,TALADRO-0346,63.26
Perforadora05,16 - 01 - 2023,TALADRO-0347,40.659
Perforadora05,16 - 01 - 2023,TALADRO-0348,92.668
Perforadora05,17 - 01 - 2023,TALADRO-0349,89.495
Perforadora05,17 - 01 - 2023,TALADRO-0350,62.784
Perforadora05,17 - 01 - 2023,TALADRO-0351,81.208
Perforadora05,17 - 01 - 2023,TALADRO-0352,49.592
Perforadora05,17 - 01 - 2023,TALADRO-0353,101.993
Perforadora05,17 - 01 - 2023,TALADRO-0354,92.515
Perforadora05,17 - 01 - 2023,TALADRO-0355,75.921
Perforadora05,17 - 01 - 2023,TALADRO-0356,94.236
Perforadora05,17 - 01 - 2023,TALADRO-0357,56.169
Perforadora05,17 - 01 - 2023,TALADRO-0359,83.345
Perforadora05,17 - 01 - 2023,TALADRO-0360,73.926
Perforadora05,17 - 01 - 2023,TALADRO-0361,72.868
Perforadora05,17 - 01 - 2023,TALADRO-0362,94.593
Perforadora05,17 - 01 - 2023,TALADRO-0363,70.173
Perforadora05,17 - 01 - 2023,TALADRO-0364,71.144
Perforadora05,17 - 01 - 2023,TALADRO-0365,72.103
Perforadora05,17 - 01 - 2023,TALADRO-0366,76.102
Perforadora05,17 - 01 - 2023,TALADRO-0368,59.862
Perforadora05,17 - 01 - 2023,TALADRO-0369,82.319
Perforadora05,17 - 01 - 2023,TALADRO-0370,86.438
Perforadora05,17 - 01 - 2023,TALADRO-0371,70.726
Perforadora05,17 - 01 - 2023,TALADRO-0372,85.754
Perforadora05,17 - 01 - 2023,TALADRO-0373,65.249
Perforadora05,17 - 01 - 2023,TALADRO-0374,78.912
Perforadora05,17 - 01 - 2023,TALADRO-0375,61.407
Perforadora05,17 - 01 - 2023,TALADRO-0376,62.175
Perforadora05,17 - 01 - 2023,TALADRO-0377,75.079
Perforadora05,17 - 01 - 2023,TALADRO-0378,77.447
Perforadora05,17 - 01 - 2023,TALADRO-0379,64.058
Perforadora05,17 - 01 - 2023,TALADRO-0380,41.412
Perforadora05,17 - 01 - 2023,TALADRO-0381,78.188
Perforadora05,17 - 01 - 2023,TALADRO-0382,44.405
Perforadora05,17 - 01 - 2023,TALADRO-0383,64.799
Perforadora05,17 - 01 - 2023,TALADRO-0385,52.573
Perforadora05,17 - 01 - 2023,TALADRO-0386,78.204
Perforadora05,17 - 01 - 2023,TALADRO-0387,68.453
Perforadora05,17 - 01 - 2023,TALADRO-0388,78.855
Perforadora05,17 - 01 - 2023,TALADRO-0389,59.532
Perforadora05,17 - 01 - 2023,TALADRO-0390,88.487
Perforadora05,17 - 01 - 2023,TALADRO-0391,66.482
Perforadora05,17 - 01 - 2023,TALADRO-0392,76.025
Perforadora05,17 - 01 - 2023,TALADRO-0393,70.036
Perforadora05,17 - 01 - 2023,TALADRO-0394,102.738
Perforadora05,17 - 01 - 2023,TALADRO-0395,47.67
Perforadora05,17 - 01 - 2023,TALADRO-0396,61.656
Perforadora05,17 - 01 - 2023,TALADRO-0397,79.089
Perforadora05,17 - 01 - 2023,TALADRO-0398,95.982
Perforadora05,17 - 01 - 2023,TALADRO-0399,72.487
Perforadora05,17 - 01 - 2023,TALADRO-0400,70.234
Perforadora05,17 - 01 - 2023,TALADRO-0401,35.872
Perforadora05,17 - 01 - 2023,TALADRO-0402,34.837
Perforadora05,17 - 01 - 2023,TALADRO-0403,94.131
Perforadora05,17 - 01 - 2023,TALADRO-0404,105.055
Perforadora05,17 - 01 - 2023,TALADRO-0405,82.856
Perforadora05,17 - 01 - 2023,TALADRO-0406,100.589
Perforadora05,18 - 01 - 2023,TALADRO-0407,95.627
Perforadora05,18 - 01 - 2023,TALADRO-0408,76.832
Perforadora05,18 - 01 - 2023,TALADRO-0409,61.357
Perforadora05,18 - 01 - 2023,TALADRO-0410,120.404
Perforadora05,18 - 01 - 2023,TALADRO-0411,81.675
Perforadora05,18 - 01 - 2023,TALADRO-0412,37.701
Perforadora05,18 - 01 - 2023,TALADRO-0413,64.363
Perforadora05,18 - 01 - 2023,TALADRO-0414,85.057
Perforadora05,18 - 01 - 2023,TALADRO-0415,76.017
Perforadora05,28 - 01 - 2023,TALADRO-0416,64.672
Perforadora05,28 - 01 - 2023,TALADRO-0417,63.273
Perforadora05,28 - 01 - 2023,TALADRO-0418,101.269
Perforadora05,28 - 01 - 2023,TALADRO-0419,91.602
Perforadora05,28 - 01 - 2023,TALADRO-0420,62.017
Perforadora05,28 - 01 - 2023,TALADRO-0421,60.465
Perforadora05,28 - 01 - 2023,TALADRO-0422,72.899
Perforadora05,28 - 01 - 2023,TALADRO-0423,70.012
Perforadora05,28 - 01 - 2023,TALADRO-0424,62.283
Perforadora05,28 - 01 - 2023,TALADRO-0425,55.151
Perforadora05,28 - 01 - 2023,TALADRO-0426,34.72
Perforadora05,29 - 01 - 2023,TALADRO-0427,70.611
Perforadora05,29 - 01 - 2023,TALADRO-0428,77.47
Perforadora05,29 - 01 - 2023,TALADRO-0429,57.129
Perforadora05,29 - 01 - 2023,TALADRO-0430,95.2
Perforadora05,29 - 01 - 2023,TALADRO-0431,56.95
Perforadora05,29 - 01 - 2023,TALADRO-0432,77.004
Perforadora05,29 - 01 - 2023,TALADRO-0433,49.123
Perforadora05,29 - 01 - 2023,TALADRO-0434,61.866
Perforadora05,29 - 01 - 2023,TALADRO-0435,40.779
Perforadora05,29 - 01 - 2023,TALADRO-0436,90.722
Perforadora05,29 - 01 - 2023,TALADRO-0437,41.526
Perforadora05,29 - 01 - 2023,TALADRO-0438,77.523
Perforadora05,29 - 01 - 2023,TALADRO-0439,103.535
Perforadora05,29 - 01 - 2023,TALADRO-0440,86.512
Perforadora05,29 - 01 - 2023,TALADRO-0441,65.467
Perforadora05,29 - 01 - 2023,TALADRO-0442,74.388
Perforadora05,29 - 01 - 2023,TALADRO-0443,67.271
Perforadora05,29 - 01 - 2023,TALADRO-0444,45.148
Perforadora05,29 - 01 - 2023,TALADRO-0445,44.108
Perforadora05,29 - 01 - 2023,TALADRO-0446,57.441
Perforadora05,29 - 01 - 2023,TALADRO-0447,45.787
Perforadora05,29 - 01 - 2023,TALADRO-0448,63.399
Perforadora05,29 - 01 - 2023,TALADRO-0449,77.077
Perforadora05,29 - 01 - 2023,TALADRO-0450,69.993
Perforadora05,21 - 02 - 2023,TALADRO-0451,51.936
Perforadora05,21 - 02 - 2023,TALADRO-0452,60.956
Perforadora05,21 - 02 - 2023,TALADRO-0453,52.484
Perforadora05,21 - 02 - 2023,TALADRO-0454,61.165
Perforadora05,21 - 02 - 2023,TALADRO-0455,54.316
Perforadora05,21 - 02 - 2023,TALADRO-0456,66.192
Perforadora05,21 - 02 - 2023,TALADRO-0457,76.676
Perforadora05,21 - 02 - 2023,TALADRO-0458,54.903
Perforadora05,21 - 02 - 2023,TALADRO-0459,62.456
